Entity,Code,Year,Population by broad age group - Sex: all - Age: 65+ - Variant: estimates,Population by broad age group - Sex: all - Age: 25-64 - Variant: estimates,Population by broad age group - Sex: all - Age: 15-24 - Variant: estimates,Population by broad age group - Sex: all - Age: 5-14 - Variant: estimates,Population by broad age group - Sex: all - Age: 0-4 - Variant: estimates
Tunisia,TUN,1982,270971,2337889,1447249,1806489,1052366
Tunisia,TUN,1983,282842,2421740,1482933,1840814,1062942
Tunisia,TUN,1984,292797,2509920,1521239,1877765,1077436
Tunisia,TUN,1985,303093,2603735,1557412,1916531,1095324
Tunisia,TUN,1986,315400,2703012,1587697,1956793,1112604
Tunisia,TUN,1987,328398,2806602,1616471,1998815,1124022
Tunisia,TUN,1988,341913,2914078,1646527,2038806,1127468
Tunisia,TUN,1989,355497,3024438,1679664,2076118,1120685
Tunisia,TUN,1990,369523,3137671,1715666,2110154,1107021
Tunisia,TUN,1991,384548,3253485,1754597,2139713,1090514
Tunisia,TUN,1992,400145,3370381,1795779,2163491,1072739
Tunisia,TUN,1993,416216,3487324,1836603,2181015,1056017
Tunisia,TUN,1994,432485,3602953,1876723,2190508,1040470
Tunisia,TUN,1995,448742,3715194,1914103,2195350,1020717
Tunisia,TUN,1996,465738,3824237,1950580,2196283,993714
Tunisia,TUN,1997,483971,3933284,1988447,2189390,962865
Tunisia,TUN,1998,502769,4045102,2024541,2174936,929799
Tunisia,TUN,1999,521177,4161466,2058328,2151249,895845
Tunisia,TUN,2000,539021,4282742,2089314,2117120,865129
Tunisia,TUN,2001,556051,4408670,2116374,2073176,840844
Tunisia,TUN,2002,572252,4537680,2138163,2023348,823121
Tunisia,TUN,2003,588353,4665747,2154304,1971773,813621
Tunisia,TUN,2004,605256,4789972,2163331,1920786,812885
Tunisia,TUN,2005,624706,4906476,2166155,1869356,821656
Tunisia,TUN,2006,646357,5019010,2163288,1817842,837063
Tunisia,TUN,2007,668757,5133408,2153425,1770263,854546
Tunisia,TUN,2008,692029,5248591,2136871,1730281,872609
Tunisia,TUN,2009,716006,5365463,2111742,1700624,890664
Tunisia,TUN,2010,740721,5484324,2076790,1681855,911373
Tunisia,TUN,2011,765062,5617225,2041101,1672103,937038
Tunisia,TUN,2012,789234,5747737,1996650,1672521,968242
Tunisia,TUN,2013,813249,5860483,1939457,1684896,1002199
Tunisia,TUN,2014,838534,5964268,1883608,1708122,1034421
Tunisia,TUN,2015,866954,6059662,1829047,1740790,1061326
Tunisia,TUN,2016,897474,6150684,1776459,1782914,1078135
Tunisia,TUN,2017,930296,6235279,1728668,1832533,1084665
Tunisia,TUN,2018,965922,6311958,1689186,1883524,1082450
Tunisia,TUN,2019,1004456,6379419,1660599,1932581,1072264
Tunisia,TUN,2020,1043291,6438516,1645555,1978513,1055845
Tunisia,TUN,2021,1078848,6485677,1642651,2020951,1034822
Turkey,TUR,1950,791246,7720108,3953684,5087128,3425531
Turkey,TUR,1951,818950,7921575,4050744,5158427,3569913
Turkey,TUR,1952,847900,8135518,4150240,5301725,3659122
Turkey,TUR,1953,878128,8345961,4231085,5378730,3856680
Turkey,TUR,1954,909901,8554990,4292969,5426726,4083379
Turkey,TUR,1955,943251,8779888,4353567,5605866,4138774
Turkey,TUR,1956,978339,9021240,4413551,5822117,4238411
Turkey,TUR,1957,1016027,9273808,4488330,5984440,4476149
Turkey,TUR,1958,1056754,9524421,4570085,6237166,4619271
Turkey,TUR,1959,1100712,9775971,4655904,6571114,4664463
Turkey,TUR,1960,1148459,10027650,4748001,6856235,4730637
Turkey,TUR,1961,1195928,10265083,4851083,7141577,4801336
Turkey,TUR,1962,1243253,10503017,4970882,7419009,4897486
Turkey,TUR,1963,1294938,10743825,5115515,7668731,5004873
Turkey,TUR,1964,1350363,10970874,5290173,7886678,5114736
Turkey,TUR,1965,1406878,11191622,5483890,8124116,5168033
Turkey,TUR,1966,1457414,11380259,5653883,8376156,5305071
Turkey,TUR,1967,1503013,11556681,5765905,8662853,5538040
Turkey,TUR,1968,1549777,11685348,5990474,8852688,5805790
Turkey,TUR,1969,1597390,11824821,6307132,9029821,5962824
Turkey,TUR,1970,1645969,12052579,6572981,9328737,5940721
Turkey,TUR,1971,1698126,12328420,6809507,9592673,5931228
Turkey,TUR,1972,1752775,12651949,7007194,9795030,5981089
Turkey,TUR,1973,1806801,13002226,7164738,10091802,5962669
Turkey,TUR,1974,1859605,13386324,7288321,10381116,5948056
Turkey,TUR,1975,1909118,13782162,7434998,10530070,6017239
Turkey,TUR,1976,1945267,14141990,7649312,10646857,6117571
Turkey,TUR,1977,1972175,14443765,7940792,10786556,6242367
Turkey,TUR,1978,2003019,14859663,8150393,10951824,6327310
Turkey,TUR,1979,2037791,15350985,8309318,11104627,6384749
Turkey,TUR,1980,2069683,15765499,8552139,11256720,6445026
Turkey,TUR,1981,2098081,16160860,8801900,11422198,6498839
Turkey,TUR,1982,2132251,16600862,9056502,11620480,6539896
Turkey,TUR,1983,2173091,17091276,9454902,11727516,6579639
Turkey,TUR,1984,2217757,17593908,9857655,11836965,6600489
Turkey,TUR,1985,2265922,18129184,10122876,12042226,6615474
Turkey,TUR,1986,2317917,18692812,10363909,12220768,6628482
Turkey,TUR,1987,2373890,19261928,10600930,12374254,6639156
Turkey,TUR,1988,2434156,19867956,10814204,12509318,6650259
Turkey,TUR,1989,2498918,20530928,10981005,12635115,6659272
Turkey,TUR,1990,2568001,21211862,11133765,12754532,6655979
Turkey,TUR,1991,2641783,21889686,11300093,12844840,6644769
Turkey,TUR,1992,2719843,22543144,11492147,12917197,6629707
Turkey,TUR,1993,2801523,23298690,11594083,12983087,6618626
Turkey,TUR,1994,2886242,24070688,11701517,13027013,6624784
Turkey,TUR,1995,2973020,24734588,11897304,13051285,6649294
Turkey,TUR,1996,3062119,25407658,12062291,13065515,6696202
Turkey,TUR,1997,3153299,26091420,12201546,13073779,6757378
Turkey,TUR,1998,3246657,26779920,12321764,13083816,6810046
Turkey,TUR,1999,3341825,27471570,12434434,13104972,6832819
Turkey,TUR,2000,3440800,28171380,12546560,13132885,6821922
Turkey,TUR,2001,3545766,28909376,12640437,13178646,6797792
Turkey,TUR,2002,3654829,29652522,12715342,13234584,6731386
Turkey,TUR,2003,3768738,30411132,12792363,13286487,6608606
Turkey,TUR,2004,3887813,31216646,12862270,13328086,6490264
Turkey,TUR,2005,4009534,32022664,12908067,13354159,6410290
Turkey,TUR,2006,4132455,32808640,12931097,13385739,6343399
Turkey,TUR,2007,4257797,33573716,12937751,13389061,6310542
Turkey,TUR,2008,4385563,34327736,12943666,13326778,6336985
Turkey,TUR,2009,4516373,35113276,12979880,13239929,6376185
Turkey,TUR,2010,4655318,35935068,13042942,13160755,6401267
Turkey,TUR,2011,4804731,36752336,13123382,13081225,6412185
Turkey,TUR,2012,4973940,37618650,13244825,13001945,6438079
Turkey,TUR,2013,5173244,38568500,13402211,12934117,6498048
Turkey,TUR,2014,5404057,39622990,13594782,12888676,6601559
Turkey,TUR,2015,5643909,40657456,13744729,12863884,6736195
Turkey,TUR,2016,5865209,41615776,13833591,12833573,6871247
Turkey,TUR,2017,6041588,42447490,13793758,12836572,6970416
Turkey,TUR,2018,6305037,43008452,13591537,12911535,6992744
Turkey,TUR,2019,6637486,43511384,13378781,13030387,6923645
Turkey,TUR,2020,6884044,44089224,13212765,13166003,6783399
Turkey,TUR,2021,7103116,44683692,13082896,13295903,6609798
Turkmenistan,TKM,1950,70861,501064,244422,256289,141473
Turkmenistan,TKM,1951,73006,507915,249999,248867,157463
Turkmenistan,TKM,1952,75524,517506,255704,241185,173513
Turkmenistan,TKM,1953,78022,529267,261285,235022,189581
Turkmenistan,TKM,1954,79995,542178,265550,235340,203459
Turkmenistan,TKM,1955,81260,555818,267866,243221,215344
Turkmenistan,TKM,1956,81885,569997,268920,255165,228254
Turkmenistan,TKM,1957,81926,584245,269298,270709,242499
Turkmenistan,TKM,1958,81637,598862,268180,290304,257726
Turkmenistan,TKM,1959,81397,614801,264587,313419,273743
Turkmenistan,TKM,1960,81445,632126,259065,339338,290078
Turkmenistan,TKM,1961,81741,650814,252412,367582,306031
Turkmenistan,TKM,1962,82218,671275,245293,397297,320785
Turkmenistan,TKM,1963,82991,692294,239557,427990,333560
Turkmenistan,TKM,1964,84177,711222,240118,457320,343791
Turkmenistan,TKM,1965,85749,727023,248062,485011,351251
Turkmenistan,TKM,1966,87760,740363,259992,513367,356079
Turkmenistan,TKM,1967,90278,751581,275467,541910,358793
Turkmenistan,TKM,1968,93083,760850,294923,569531,360201
Turkmenistan,TKM,1969,95904,769071,317838,595521,361234
Turkmenistan,TKM,1970,98711,777245,343516,619196,362764
Turkmenistan,TKM,1971,101427,786079,371470,640007,365457
Turkmenistan,TKM,1972,103953,796597,400845,657648,369333
Turkmenistan,TKM,1973,106480,809173,431116,672131,374433
Turkmenistan,TKM,1974,109276,825565,459869,683748,380874
Turkmenistan,TKM,1975,112281,845439,486692,693083,388266
Turkmenistan,TKM,1976,115440,865829,513784,700887,396342
Turkmenistan,TKM,1977,118821,886544,540761,707687,405209
Turkmenistan,TKM,1978,122155,908652,566692,714296,414535
Turkmenistan,TKM,1979,124795,932941,590895,721729,424039
Turkmenistan,TKM,1980,126556,958473,613989,730729,433161
Turkmenistan,TKM,1981,127449,986094,635115,741980,442298
Turkmenistan,TKM,1982,127406,1017896,652416,755256,453001
Turkmenistan,TKM,1983,126905,1053575,666160,769470,466093
Turkmenistan,TKM,1984,126655,1092566,676945,784156,481845
Turkmenistan,TKM,1985,126937,1134330,685533,799802,500286
Turkmenistan,TKM,1986,127662,1178213,692393,817157,521347
Turkmenistan,TKM,1987,128873,1223125,698404,836789,543312
Turkmenistan,TKM,1988,130736,1267602,705461,858604,562713
Turkmenistan,TKM,1989,133298,1311195,713910,882755,580151
Turkmenistan,TKM,1990,136883,1354815,724644,910372,593573
Turkmenistan,TKM,1991,141800,1399417,738827,941599,600141
Turkmenistan,TKM,1992,147696,1445586,754590,975262,603240
Turkmenistan,TKM,1993,154129,1493094,770334,1009188,604956
Turkmenistan,TKM,1994,160698,1540976,785761,1043366,602243
Turkmenistan,TKM,1995,166762,1588040,800589,1075827,595407
Turkmenistan,TKM,1996,171709,1627306,812372,1103322,586383
Turkmenistan,TKM,1997,175582,1662318,824501,1127144,574133
Turkmenistan,TKM,1998,178989,1702939,841992,1147633,559970
Turkmenistan,TKM,1999,182491,1746714,863963,1162145,545774
Turkmenistan,TKM,2000,186517,1791128,890185,1168297,533008
Turkmenistan,TKM,2001,191264,1835798,920191,1166091,521756
Turkmenistan,TKM,2002,196629,1880115,952907,1157474,511847
Turkmenistan,TKM,2003,202228,1922584,985066,1144852,504262
Turkmenistan,TKM,2004,207599,1966544,1017716,1127647,500287
Turkmenistan,TKM,2005,211903,2015123,1050151,1108156,500447
Turkmenistan,TKM,2006,214492,2066905,1078336,1088864,505435
Turkmenistan,TKM,2007,215016,2123154,1102970,1068191,515566
Turkmenistan,TKM,2008,213449,2185049,1123797,1047708,530086
Turkmenistan,TKM,2009,210957,2252371,1138488,1030593,548552
Turkmenistan,TKM,2010,209207,2324298,1144871,1018771,570828
Turkmenistan,TKM,2011,209444,2399135,1142914,1013196,596124
Turkmenistan,TKM,2012,212022,2474626,1134536,1014015,623489
Turkmenistan,TKM,2013,216827,2548565,1122306,1021593,650808
Turkmenistan,TKM,2014,223440,2622199,1105493,1036601,675426
Turkmenistan,TKM,2015,231783,2694196,1086204,1059231,695013
Turkmenistan,TKM,2016,241916,2761917,1067131,1089591,708013
Turkmenistan,TKM,2017,253421,2827219,1046726,1127083,713939
Turkmenistan,TKM,2018,265940,2890381,1026526,1168845,713380
Turkmenistan,TKM,2019,279732,2949547,1009684,1211790,707671
Turkmenistan,TKM,2020,294759,3004615,998889,1253604,698575
Turkmenistan,TKM,2021,311656,3055458,995019,1291975,687742
Turks and Caicos Islands,TCA,1950,293,1875,753,1262,874
Turks and Caicos Islands,TCA,1951,286,1860,786,1243,897
Turks and Caicos Islands,TCA,1952,279,1820,807,1225,905
Turks and Caicos Islands,TCA,1953,279,1798,809,1221,908
Turks and Caicos Islands,TCA,1954,283,1800,805,1240,922
Turks and Caicos Islands,TCA,1955,281,1831,803,1278,952
Turks and Caicos Islands,TCA,1956,287,1874,800,1332,975
Turks and Caicos Islands,TCA,1957,291,1905,794,1398,981
Turks and Caicos Islands,TCA,1958,296,1929,792,1463,979
Turks and Caicos Islands,TCA,1959,304,1950,799,1529,975
Turks and Caicos Islands,TCA,1960,307,1959,817,1570,973
Turks and Caicos Islands,TCA,1961,303,1957,840,1576,973
Turks and Caicos Islands,TCA,1962,303,1952,857,1575,971
Turks and Caicos Islands,TCA,1963,299,1949,870,1575,963
Turks and Caicos Islands,TCA,1964,300,1947,885,1580,954
Turks and Caicos Islands,TCA,1965,303,1938,888,1601,944
Turks and Caicos Islands,TCA,1966,298,1925,888,1624,937
Turks and Caicos Islands,TCA,1967,305,1912,885,1652,933
Turks and Caicos Islands,TCA,1968,304,1890,883,1679,933
Turks and Caicos Islands,TCA,1969,306,1856,887,1710,925
Turks and Caicos Islands,TCA,1970,313,1819,900,1744,914
Turks and Caicos Islands,TCA,1971,320,1827,950,1767,904
Turks and Caicos Islands,TCA,1972,331,1875,1029,1782,904
Turks and Caicos Islands,TCA,1973,340,1927,1103,1804,917
Turks and Caicos Islands,TCA,1974,350,1981,1169,1835,935
Turks and Caicos Islands,TCA,1975,362,2045,1230,1884,955
Turks and Caicos Islands,TCA,1976,372,2121,1288,1933,974
Turks and Caicos Islands,TCA,1977,379,2220,1336,1986,986
Turks and Caicos Islands,TCA,1978,393,2322,1380,2041,997
Turks and Caicos Islands,TCA,1979,405,2421,1438,2086,1000
Turks and Caicos Islands,TCA,1980,413,2544,1538,2121,1004
Turks and Caicos Islands,TCA,1981,423,2718,1671,2144,1024
Turks and Caicos Islands,TCA,1982,431,2929,1812,2150,1055
Turks and Caicos Islands,TCA,1983,442,3155,1947,2148,1090
Turks and Caicos Islands,TCA,1984,449,3402,2067,2142,1127
Turks and Caicos Islands,TCA,1985,459,3678,2164,2132,1166
Turks and Caicos Islands,TCA,1986,473,3964,2242,2133,1197
Turks and Caicos Islands,TCA,1987,503,4257,2297,2143,1223
Turks and Caicos Islands,TCA,1988,532,4565,2337,2154,1248
Turks and Caicos Islands,TCA,1989,553,4899,2355,2172,1270
Turks and Caicos Islands,TCA,1990,559,5232,2407,2209,1316
Turks and Caicos Islands,TCA,1991,565,5575,2531,2271,1412
Turks and Caicos Islands,TCA,1992,561,5950,2660,2346,1519
Turks and Caicos Islands,TCA,1993,553,6367,2762,2427,1617
Turks and Caicos Islands,TCA,1994,560,6810,2842,2513,1700
Turks and Caicos Islands,TCA,1995,573,7287,2884,2621,1758
Turks and Caicos Islands,TCA,1996,603,7799,2894,2744,1790
Turks and Caicos Islands,TCA,1997,635,8336,2875,2876,1819
Turks and Caicos Islands,TCA,1998,674,8894,2837,3007,1854
Turks and Caicos Islands,TCA,1999,719,9460,2804,3130,1895
Turks and Caicos Islands,TCA,2000,755,10042,2775,3241,1956
Turks and Caicos Islands,TCA,2001,784,10638,2792,3338,2048
Turks and Caicos Islands,TCA,2002,846,11256,2942,3433,2143
Turks and Caicos Islands,TCA,2003,928,11926,3154,3545,2211
Turks and Caicos Islands,TCA,2004,1029,12634,3318,3675,2242
Turks and Caicos Islands,TCA,2005,1137,13386,3431,3829,2236
Turks and Caicos Islands,TCA,2006,1262,14180,3489,4018,2203
Turks and Caicos Islands,TCA,2007,1411,14986,3502,4215,2178
Turks and Caicos Islands,TCA,2008,1580,15805,3501,4381,2183
Turks and Caicos Islands,TCA,2009,1750,16645,3500,4497,2209
Turks and Caicos Islands,TCA,2010,1931,17480,3538,4560,2242
Turks and Caicos Islands,TCA,2011,2126,18298,3612,4576,2228
Turks and Caicos Islands,TCA,2012,2336,19196,3793,4594,2186
Turks and Caicos Islands,TCA,2013,2553,20197,4066,4648,2156
Turks and Caicos Islands,TCA,2014,2769,21097,4325,4694,2129
Turks and Caicos Islands,TCA,2015,3026,22077,4590,4736,2127
Turks and Caicos Islands,TCA,2016,3328,23133,4870,4730,2206
Turks and Caicos Islands,TCA,2017,3626,24094,5113,4704,2328
Turks and Caicos Islands,TCA,2018,3934,25108,5308,4730,2436
Turks and Caicos Islands,TCA,2019,4215,26144,5434,4772,2539
Turks and Caicos Islands,TCA,2020,4422,26981,5447,4815,2632
Turks and Caicos Islands,TCA,2021,4589,27601,5393,4860,2698
Tuvalu,TUV,1950,237,2005,988,929,597
Tuvalu,TUV,1951,235,2045,999,904,695
Tuvalu,TUV,1952,229,2099,1007,865,788
Tuvalu,TUV,1953,224,2150,1006,829,873
Tuvalu,TUV,1954,221,2187,991,839,918
Tuvalu,TUV,1955,220,2227,949,892,929
Tuvalu,TUV,1956,221,2269,882,957,938
Tuvalu,TUV,1957,222,2313,800,1035,941
Tuvalu,TUV,1958,223,2347,715,1128,937
Tuvalu,TUV,1959,221,2377,630,1231,926
Tuvalu,TUV,1960,226,2417,535,1339,909
Tuvalu,TUV,1961,244,2459,429,1443,885
Tuvalu,TUV,1962,269,2503,331,1537,854
Tuvalu,TUV,1963,301,2538,256,1618,816
Tuvalu,TUV,1964,314,2483,315,1648,788
Tuvalu,TUV,1965,310,2339,502,1634,786
Tuvalu,TUV,1966,304,2205,680,1620,807
Tuvalu,TUV,1967,295,2094,833,1618,837
Tuvalu,TUV,1968,287,2018,952,1634,860
Tuvalu,TUV,1969,281,1995,1019,1652,854
Tuvalu,TUV,1970,281,2016,1051,1659,830
Tuvalu,TUV,1971,279,2041,1082,1670,803
Tuvalu,TUV,1972,278,2071,1107,1683,778
Tuvalu,TUV,1973,280,2095,1129,1692,757
Tuvalu,TUV,1974,287,2167,1187,1723,760
Tuvalu,TUV,1975,294,2277,1275,1766,792
Tuvalu,TUV,1976,302,2396,1375,1793,832
Tuvalu,TUV,1977,313,2523,1485,1810,876
Tuvalu,TUV,1978,320,2660,1605,1814,919
Tuvalu,TUV,1979,326,2778,1707,1800,964
Tuvalu,TUV,1980,336,2843,1794,1769,1013
Tuvalu,TUV,1981,348,2901,1852,1729,1064
Tuvalu,TUV,1982,361,2972,1880,1679,1122
Tuvalu,TUV,1983,382,3063,1872,1630,1176
Tuvalu,TUV,1984,399,3191,1811,1584,1233
Tuvalu,TUV,1985,419,3326,1743,1582,1285
Tuvalu,TUV,1986,435,3442,1690,1625,1330
Tuvalu,TUV,1987,453,3560,1624,1676,1370
Tuvalu,TUV,1988,470,3682,1557,1744,1409
Tuvalu,TUV,1989,492,3796,1487,1826,1438
Tuvalu,TUV,1990,511,3895,1421,1923,1451
Tuvalu,TUV,1991,538,3990,1363,2039,1448
Tuvalu,TUV,1992,561,4052,1305,2149,1422
Tuvalu,TUV,1993,573,4093,1264,2230,1383
Tuvalu,TUV,1994,584,4121,1248,2279,1350
Tuvalu,TUV,1995,592,4132,1254,2307,1322
Tuvalu,TUV,1996,599,4136,1277,2320,1299
Tuvalu,TUV,1997,603,4141,1319,2318,1273
Tuvalu,TUV,1998,599,4137,1365,2303,1252
Tuvalu,TUV,1999,593,4130,1414,2287,1237
Tuvalu,TUV,2000,586,4123,1457,2275,1221
Tuvalu,TUV,2001,567,4115,1488,2265,1205
Tuvalu,TUV,2002,551,4116,1505,2271,1187
Tuvalu,TUV,2003,551,4135,1549,2289,1169
Tuvalu,TUV,2004,562,4180,1617,2306,1149
Tuvalu,TUV,2005,573,4225,1689,2308,1138
Tuvalu,TUV,2006,586,4272,1762,2297,1137
Tuvalu,TUV,2007,590,4332,1830,2275,1141
Tuvalu,TUV,2008,587,4407,1892,2253,1155
Tuvalu,TUV,2009,579,4487,1948,2234,1179
Tuvalu,TUV,2010,575,4579,1989,2215,1212
Tuvalu,TUV,2011,573,4676,2011,2208,1251
Tuvalu,TUV,2012,580,4754,2040,2208,1294
Tuvalu,TUV,2013,589,4797,2051,2200,1305
Tuvalu,TUV,2014,597,4811,2044,2186,1284
Tuvalu,TUV,2015,602,4832,2020,2181,1261
Tuvalu,TUV,2016,602,4869,1981,2188,1236
Tuvalu,TUV,2017,603,4897,1938,2203,1209
Tuvalu,TUV,2018,621,4930,1906,2224,1202
Tuvalu,TUV,2019,645,4989,1888,2250,1211
Tuvalu,TUV,2020,671,5043,1875,2274,1227
Tuvalu,TUV,2021,704,5097,1880,2298,1250
Uganda,UGA,1950,165069,2058314,1149789,1321262,1056209
Uganda,UGA,1951,163405,2115789,1157934,1353411,1119287
Uganda,UGA,1952,161606,2174406,1164930,1396871,1176014
Uganda,UGA,1953,159698,2234106,1171084,1455403,1223595
Uganda,UGA,1954,157704,2294823,1176684,1531252,1259426
Uganda,UGA,1955,155656,2356582,1182242,1616736,1290567
Uganda,UGA,1956,153988,2419056,1188578,1705111,1323416
Uganda,UGA,1957,153206,2481827,1196581,1797545,1356639
Uganda,UGA,1958,153714,2544548,1207154,1893759,1390108
Uganda,UGA,1959,156579,2606186,1223209,1990861,1424454
Uganda,UGA,1960,161623,2665563,1246559,2085181,1458825
Uganda,UGA,1961,167764,2723691,1277855,2175887,1493244
Uganda,UGA,1962,174758,2782332,1320080,2261981,1529677
Uganda,UGA,1963,182566,2841428,1376782,2340753,1569487
Uganda,UGA,1964,191102,2900411,1450036,2410078,1613132
Uganda,UGA,1965,200287,2958976,1532541,2475789,1661466
Uganda,UGA,1966,210061,3017319,1617938,2543872,1715554
Uganda,UGA,1967,220489,3076241,1707328,2613956,1775418
Uganda,UGA,1968,231597,3136452,1800442,2686638,1841246
Uganda,UGA,1969,243203,3197186,1892809,2762683,1910651
Uganda,UGA,1970,255147,3257131,1980311,2843102,1981527
Uganda,UGA,1971,266635,3311564,2060389,2927818,2049938
Uganda,UGA,1972,277312,3353041,2126578,3016298,2112343
Uganda,UGA,1973,288690,3395554,2181999,3109437,2170428
Uganda,UGA,1974,300975,3459134,2235408,3208248,2224910
Uganda,UGA,1975,313974,3535420,2291132,3311532,2278908
Uganda,UGA,1976,327786,3614642,2351302,3417662,2333841
Uganda,UGA,1977,341850,3698812,2415230,3525749,2387616
Uganda,UGA,1978,355675,3788058,2482809,3634558,2440907
Uganda,UGA,1979,368383,3863138,2544403,3740575,2495020
Uganda,UGA,1980,379934,3917200,2598925,3843005,2544966
Uganda,UGA,1981,391311,3973934,2661865,3943747,2592705
Uganda,UGA,1982,402870,4045496,2739802,4042447,2649444
Uganda,UGA,1983,414272,4128350,2830056,4138432,2717820
Uganda,UGA,1984,425639,4226924,2932396,4234993,2797998
Uganda,UGA,1985,437270,4332169,3039990,4333671,2895824
Uganda,UGA,1986,449003,4440351,3150262,4435845,3011354
Uganda,UGA,1987,460637,4562312,3266691,4545119,3139465
Uganda,UGA,1988,471966,4694099,3383271,4663939,3276051
Uganda,UGA,1989,482731,4835544,3497378,4796455,3416441
Uganda,UGA,1990,492662,4983764,3608215,4945250,3556743
Uganda,UGA,1991,501923,5144370,3718247,5112750,3694653
Uganda,UGA,1992,510821,5326515,3829988,5300935,3833708
Uganda,UGA,1993,518890,5522063,3938019,5507547,3976441
Uganda,UGA,1994,525523,5714668,4037193,5727776,4119866
Uganda,UGA,1995,528381,5842384,4097309,5956155,4256605
Uganda,UGA,1996,530527,5973235,4162855,6196547,4386407
